longitude,latitude,NAME_2,NAME_3,elevasi,slope,aspect,twi,curah_hujan,ndvi,jarak_sungai_km,elevasi_rendah,lereng_curam,vegetasi_jarang,label_longsor,source
120.19432626598797,-2.776064543244118,,,13,0.9284994006156921,270.0,17.09092625411546,3908.0886011148805,0.5035260915756226,0.5289053015990479,1,0,1,0,pseudo_absence
120.31721579685552,-3.6071858441115054,,,324,19.899879455566406,10.32486343383789,13.29158570899468,2888.791170691699,0.6969696879386902,1.5018849829446952,1,0,0,1,
120.00379359422618,-2.721626637026475,,,1920,18.45599937438965,345.94854736328125,13.372842324825433,3432.445443501929,0.47539520263671875,0.9731381310354666,0,0,1,1,
120.02885659065316,-2.66287681744506,,,1422,28.512907028198242,107.33641052246094,12.885644525875499,3400.962968505034,0.43575921654701233,1.567283644775668,0,1,1,1,
120.11752030919575,-3.1334143632668656,,,1230,19.08936309814453,190.80006408691406,14.029706397471436,2940.9529600476844,0.5082039833068848,1.3777494589732489,0,0,1,1,
120.63845334245667,-2.61544577044355,,,70,18.153194427490234,327.0675048828125,13.390566897233516,3920.1521377302706,0.6004502177238464,0.32741415416623687,1,0,1,1,
120.87426110453805,-2.6100558787388337,,,11,2.7831711769104004,270.0,15.299303124762057,4097.01284804358,0.7621681094169617,0.5015819395075793,1,0,0,0,pseudo_absence
120.82629106836606,-2.4340759145798216,,,36,1.3120332956314087,45.02585983276367,16.745075371754968,3937.617293265174,0.491951048374176,0.2842452674498162,1,0,1,0,pseudo_absence
120.34389576079388,-2.643203712722844,,,27,2.6229043006896973,45.03049850463867,15.35869996448321,3909.062713061087,0.7696382403373718,0.6255044267386467,1,0,0,0,pseudo_absence
120.68211146526488,-2.357808946958073,,,1849,18.775115966796875,0.0,13.354430844058621,3430.1681424609387,0.7748427391052246,1.1054118382368558,0,0,0,1,
121.6045914305272,-2.8663452292981333,,,445,21.853540420532227,313.3276062011719,13.1891087724701,3458.3146455360575,0.8583333492279053,0.3302804694613753,0,0,0,1,
120.2449912480123,-3.284870320169418,,,47,4.14607572555542,63.472618103027344,14.899771206751664,3224.4053805493995,0.3196721374988556,0.7891557459544019,1,0,1,0,pseudo_absence
120.90067157389115,-2.551845048327891,,,15,2.073439121246338,333.4122009277344,15.594035767909462,4150.864160313295,0.8189032673835754,0.6215719185268885,1,0,0,0,pseudo_absence
121.1418692276772,-2.370205697878923,,,723,20.270950317382812,52.148780822753906,13.271505428535749,3797.312517019351,0.8449431657791138,0.34923938754212985,0,0,0,1,
120.18112103131142,-3.147697576284365,,,538,20.715396881103516,43.307472229003906,13.940997826002816,2923.9321753775703,0.8620230555534363,0.6234961409820761,0,0,0,1,
120.28406796287152,-2.7024925214747313,,,22,4.982858657836914,338.1766052246094,14.715151757371212,3852.776158434432,0.7476577162742615,0.9679288950224005,1,0,0,0,pseudo_absence
